,0,1
0,5.581300064937276e-06,1.7458901044347873e-06
1,6.191519941254913e-06,1.8449963957059595e-06
2,6.497059300235108e-06,1.792034233632362e-06
3,6.658879094228229e-06,1.7409419293661729e-06
4,6.750098309033055e-06,1.7030183892067708e-06
5,6.804815511973807e-06,1.6753987405427262e-06
6,6.839631724075272e-06,1.654910756492811e-06
7,6.8630083658711225e-06,1.6393119330216863e-06
8,6.879460910931542e-06,1.627117011771426e-06
9,6.891511587167494e-06,1.6173466320833122e-06
10,6.900634153613769e-06,1.6093461871911556e-06
11,6.907728273377122e-06,1.6026691391525228e-06
12,6.91336646470471e-06,1.5970038842689036e-06
13,6.9179273495923745e-06,1.5921279388810867e-06
14,6.921670172585697e-06,1.5878789216807853e-06
15,6.9247779867113575e-06,1.5841358660179638e-06
16,6.927383570084703e-06,1.5808069497920803e-06
17,6.929585508256006e-06,1.577821273526167e-06
18,6.931458492076277e-06,1.5751232381475313e-06
19,6.933060104565467e-06,1.5726686244245265e-06
20,6.934435412153194e-06,1.5704218078955055e-06
21,6.935620144120841e-06,1.5683537458792574e-06
22,6.936642940716186e-06,1.5664404989695386e-06
23,6.9375269723768865e-06,1.5646621288210708e-06
24,6.938291125157794e-06,1.5630018650318868e-06
25,6.938950881061096e-06,1.5614454672529612e-06
26,6.939518979904871e-06,1.5599807308041621e-06
27,6.940005922118403e-06,1.5585970990328189e-06
28,6.940420353834929e-06,1.5572853559053213e-06
29,6.940769363505757e-06,1.5560373794504284e-06
30,6.941058710919053e-06,1.5548459416906313e-06
31,6.941293003675082e-06,1.5537045442688248e-06
32,6.941475832015915e-06,1.5526072815412534e-06
33,6.941609869887264e-06,1.5515487247589636e-06
34,6.9416969478597876e-06,1.5505238222982812e-06
35,6.941738101807111e-06,1.5495278118616698e-06
36,6.941733599851617e-06,1.548556141245476e-06
37,6.941682948915372e-06,1.5476043947214473e-06
38,6.941584881148311e-06,1.5466682223422996e-06
39,6.941437319457863e-06,1.545743269577987e-06
40,6.9412373202440145e-06,1.5448251046221756e-06
41,6.94098099015178e-06,1.5439091404657325e-06
42,6.940663372067077e-06,1.5429905483851157e-06
43,6.940278293537867e-06,1.5420641587847773e-06
44,6.939818168071113e-06,1.541124344278045e-06
45,6.9392737360012225e-06,1.5401648783580463e-06
46,6.938633726342828e-06,1.539178760796198e-06
47,6.937884413454088e-06,1.5381579976991981e-06
48,6.9370090312260495e-06,1.5370933194737151e-06
49,6.9359869909196895e-06,1.5359738130333271e-06
50,6.934792823477466e-06,1.5347864342273174e-06
51,6.933394727733275e-06,1.5335153507214364e-06
52,6.931752543124372e-06,1.5321410412009948e-06
53,6.929814862839696e-06,1.5306390384191917e-06
54,6.927514831074969e-06,1.52897814214522e-06
55,6.924763870989198e-06,1.527117827740405e-06
56,6.9214420630654165e-06,1.525004409455514e-06
57,6.917382932577944e-06,1.5225652362403178e-06
58,6.912348603798618e-06,1.5196997161460258e-06
59,6.905987814704482e-06,1.5162651308865946e-06
60,6.897762460414954e-06,1.5120537446188857e-06
61,6.886814572747945e-06,1.5067551553651478e-06
62,6.87171728520421e-06,1.4998933575837348e-06
63,6.849993623115461e-06,1.4907201300298977e-06
64,6.8171585375569474e-06,1.4780321446290052e-06
65,6.764757643247276e-06,1.4598474816878697e-06
66,6.67624458954741e-06,1.4327463956275778e-06
67,6.5180886404064e-06,1.3896792066037477e-06
68,6.219947917990948e-06,1.3054484078791077e-06
69,5.626751781362135e-06,1.002516423503953e-06
70,5.320329061702344e-06,2.2776121881756227e-06
71,5.811177567745345e-06,2.1178137226574482e-06
72,6.134634443163068e-06,2.007027203857035e-06
73,6.343447442686583e-06,1.9237355271514056e-06
74,6.480305345422701e-06,1.8607799839610586e-06
75,6.572654167526613e-06,1.8127393503826686e-06
76,6.637097303242908e-06,1.7754825377233715e-06
77,6.6835886515660885e-06,1.7460328774621884e-06
78,6.718170772804029e-06,1.7222979017839857e-06
79,6.74459568025572e-06,1.7028122243080042e-06
80,6.7652576639327574e-06,1.6865420137252795e-06
81,6.781729698065211e-06,1.6727483279898516e-06
82,6.795075594032856e-06,1.660894655812188e-06
83,6.806035064544137e-06,1.6505849464244331e-06
84,6.815135910398846e-06,1.6415219701618466e-06
85,6.822763687667515e-06,1.633479090154426e-06
86,6.829206053796887e-06,1.6262808878115548e-06
87,6.834681694962338e-06,1.6197896760475395e-06
88,6.8393596454001385e-06,1.6138959707883343e-06
89,6.843372479759368e-06,1.6085116581492316e-06
90,6.846825509273758e-06,1.6035650230038524e-06
91,6.849803314680369e-06,1.5989970811104304e-06
92,6.852374467675774e-06,1.5947588369172792e-06
93,6.854594996522417e-06,1.5908092075905532e-06
94,6.8565109653321404e-06,1.5871134326842635e-06
95,6.858160417288168e-06,1.5836418420807626e-06
96,6.859574854151712e-06,1.580368891185098e-06
97,6.860780372560814e-06,1.5772723975109377e-06
98,6.8617985425340925e-06,1.574332930411678e-06
99,6.862647089432025e-06,1.5715333181882468e-06
100,6.863340423720892e-06,1.5688582457364002e-06
101,6.863890050854589e-06,1.5662939223481351e-06
102,6.864304884877095e-06,1.5638278039775265e-06
103,6.864591482910178e-06,1.561448357715695e-06
104,6.864754212815325e-06,1.5591448587338765e-06
105,6.864795362507366e-06,1.5569072117835282e-06
106,6.864715196290212e-06,1.5547257906506967e-06
107,6.864511960909469e-06,1.5525912898584215e-06
108,6.864181841550704e-06,1.5504945834666524e-06
109,6.863718865558892e-06,1.5484265860737731e-06
110,6.863114749016895e-06,1.5463781110902597e-06
111,6.862358678280371e-06,1.54433972102006e-06
112,6.86143701485412e-06,1.542301563806985e-06
113,6.860332907257303e-06,1.54025318820455e-06
114,6.859025787272547e-06,1.5381833294840718e-06
115,6.857490719505248e-06,1.5360796544168854e-06
116,6.855697561463661e-06,1.5339284510648817e-06
117,6.853609874859929e-06,1.531714244056189e-06
